File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
036fbeb6-114a-4c5f-bc9b-d5317d4aef0f	ae3d90f2-e69b-4711-8e09-368c732cdc23.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4632	TCGA-38-4632-01A	Primary Tumor
0fdc6ae4-5d83-4ca8-ac21-94c2d941e9a0	057c6a18-e5f2-4eba-9c20-c483c5a67cc3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2662	TCGA-44-2662-01B	Primary Tumor
da23eb87-1a67-43d6-89b6-ed88f46d4143	cd1665ab-4599-49b1-9d3d-b106dfbf8bcc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6145	TCGA-44-6145-11A	Solid Tissue Normal
059db82e-0297-4fad-b6a4-48ca1f704d78	f98edf9e-796d-4eb5-b86a-8d41748279b8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-62-A46P	TCGA-62-A46P-01A	Primary Tumor
71b9d223-3193-4e19-a1ab-a8c66dc4d540	65bd36a3-b961-49ef-a73c-7f347a918393.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-8174	TCGA-97-8174-01A	Primary Tumor
170a50f2-f849-4a64-99db-0c9f1dbc9ef6	82cd39d8-7a0d-4ebf-adad-57b3a4e68262.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4490	TCGA-49-4490-01A	Primary Tumor
c6595310-0d78-47ec-919f-839f39ebc436	206537cc-dc94-4722-b6d2-1e5fd6588078.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6712	TCGA-55-6712-01A	Primary Tumor
ba4324a6-560f-42b9-939c-a05f6e3fce58	1ef4c9a4-403e-4ed2-b9d6-06302a842278.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6779	TCGA-44-6779-01A	Primary Tumor
4e88515c-86f6-44df-a2cd-d136f6198ae7	ee6fc916-052f-4fab-974f-119ab34078d6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8055	TCGA-86-8055-01A	Primary Tumor
b5a72bde-762a-4351-bc51-5bb073290ccd	9bab6023-8adb-4257-8c2a-88ddedf4a229.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6968	TCGA-55-6968-01A	Primary Tumor
fa3fd4d5-ad0e-4e77-892e-40600ef08dd1	372ab2b4-31f7-4e79-962e-ce2b4a385c12.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6147	TCGA-44-6147-01B	Primary Tumor
b6fa5080-6038-4587-845c-47e599ba91fc	a059cf08-5046-4a79-a82f-c07da2955035.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-A4BD	TCGA-91-A4BD-01A	Primary Tumor
b4cd846e-c377-40a3-bcf8-6b06f2091610	156c4f8b-4467-46d0-bc55-085a29377f3e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-5645	TCGA-44-5645-01B	Primary Tumor
72abb2b0-15b8-4b93-abaa-5eeb85d0d845	0b07a88f-e7c7-4fcc-8b95-6a7674c436cc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-5645	TCGA-44-5645-01A	Primary Tumor
34443f28-892b-4fbc-9c52-5c9669c6a4e4	5f8af729-8993-4b3c-badb-aa1e3ce4e81c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-6743	TCGA-49-6743-01A	Primary Tumor
ad2d57a3-fcd0-415e-b26e-ae9bc8fe7a94	b0a26c8d-9863-4352-8abe-dde66bdb8e55.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6847	TCGA-91-6847-01A	Primary Tumor
eddf7637-a69b-4885-ac0a-bb0f558715e6	f9d52f9e-4f82-431a-a427-1c1259b8e765.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7146	TCGA-78-7146-01A	Primary Tumor
0bf044f3-db1e-4508-9153-7331f1476966	2d683c1f-3a48-4bb8-84f9-bad6347c008b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4249	TCGA-05-4249-01A	Primary Tumor
15a23d93-3e59-450b-bfe4-4c3e09cd74ef	2525f105-0ebf-461c-a69c-03bf8ef1e42f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4432	TCGA-05-4432-01A	Primary Tumor
e794cf41-dd2e-4a3b-9400-0945a9280080	fc1963bb-e709-467b-950f-0177512ba35e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-A4P8	TCGA-86-A4P8-01A	Primary Tumor
c02fbab8-d4f2-45b9-a50f-5015465c4520	8458d0dd-5bc6-42e7-a60d-2953cec4ac9d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-8457	TCGA-50-8457-01A	Primary Tumor
d0789d7d-9899-4d56-a009-85fe0483e994	0933e6f7-e2ac-4dc0-b34e-4a45109a28b7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6777	TCGA-44-6777-11A	Solid Tissue Normal
e83b0ecb-7a98-4760-bf2d-08bd301f88d6	2391658d-7cf2-4a09-8dd5-19ea7a37dadf.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6849	TCGA-91-6849-11A	Solid Tissue Normal
e9bb98cd-339e-46ff-8b34-7979cdfa8dfd	447f0731-1dfc-4c5e-9641-43e2d0a2af43.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-8460	TCGA-50-8460-01A	Primary Tumor
5675ea1d-1158-4bdd-993e-b6253d603b4b	47b14505-ca81-4d39-8eca-0cb773f8934e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4628	TCGA-38-4628-01A	Primary Tumor
789173d0-b6a6-41bc-ba7d-3608120dcc9c	f290cd17-7e92-4c27-be1d-ebf2b7bf8c17.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7227	TCGA-55-7227-01A	Primary Tumor
b3b1eed3-4b3c-4a82-a3f7-6cec9b9352f0	1a0ba473-dd46-4a74-af37-784643492999.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7542	TCGA-78-7542-01A	Primary Tumor
32397d1e-d1a5-43c9-9186-0044e901dc47	ac3052a6-d735-4755-9145-80b9f633c838.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-7662	TCGA-44-7662-01A	Primary Tumor
e4657afa-2058-4ed5-bd44-19b894e8fa34	94da98fb-7e9f-4937-bf6b-dd6885258f7c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-4662	TCGA-73-4662-01A	Primary Tumor
29265002-d981-4d07-b2dd-d5a38fed4439	3b8a5a07-1e30-42f3-92ad-6bd4226f6c9f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-3398	TCGA-44-3398-11B	Solid Tissue Normal
a208e774-dbcc-49f4-831e-e3fece89c41d	b13f356a-71cb-41d0-a53d-51553db8987f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6775	TCGA-44-6775-01C	Primary Tumor
f2faf92e-154f-44b9-a8a8-c4b7e94da223	4e3e715c-d067-48d9-96cc-0a49c3ac611a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6972	TCGA-55-6972-11A	Solid Tissue Normal
867118f3-b53d-481f-b837-9ee6a0b47806	38546283-9872-45fd-b15d-c8b35c538264.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8092	TCGA-55-8092-01A	Primary Tumor
d4b57bc0-aa68-403e-824a-6908e10c556c	7ea958f2-f45d-4549-9d45-07c51eebae99.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-7672	TCGA-44-7672-01A	Primary Tumor
8c1b752e-b15e-4a04-9b53-a84d438ed2db	26f62491-75cf-402b-af7a-663d4458ea17.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-62-A46O	TCGA-62-A46O-01A	Primary Tumor
3c6e35a0-0dd3-4d28-b191-91f5ce1cca08	d179f9d5-0b8c-459e-9f47-271b25887c3c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-6761	TCGA-49-6761-11A	Solid Tissue Normal
926e56db-97e1-4ae6-be58-d3214ab75a0e	97fbdeeb-5066-44c3-93ad-b05917236933.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4403	TCGA-05-4403-01A	Primary Tumor
b6e3271a-8ab6-4d74-b3a9-f8afd6d5b15c	f67ccdd6-1577-45fd-9e49-251b289d1179.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-5643	TCGA-44-5643-01A	Primary Tumor
5b67130b-1dbc-4908-9e23-df9cdb54bfa3	fe232ef7-4d50-4dfc-bea1-6b6a7a3e4135.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-AAR4	TCGA-49-AAR4-01A	Primary Tumor
5bf85567-c353-4e9f-bfd7-4d1de4629342	64cf9ae1-d259-4d24-a448-37c00b7f9ded.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-A491	TCGA-55-A491-01A	Primary Tumor
2b2b4295-d748-4597-9c6a-6e068a5d4f88	82bbc554-6c00-4a55-9295-a36ad9e648c3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8506	TCGA-55-8506-01A	Primary Tumor
d7ae0dc3-d42c-4360-a353-328020ec3ae7	35a20ef3-e207-45f7-9854-6b565e8f3849.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6147	TCGA-44-6147-11A	Solid Tissue Normal
5a730770-ec21-402e-bce7-e567a4db616e	d1eb4b3f-854c-459e-ba77-6ba6eccc3256.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-4668	TCGA-73-4668-01A	Primary Tumor
bac25b12-df0a-4d12-9a7c-d5a6cb3a3562	6011bac0-a278-42b4-bfd9-97f1b618926e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-AARQ	TCGA-49-AARQ-01A	Primary Tumor
165b2267-7973-4c3d-8a2a-8d985d31bc7e	fd917385-0e99-45cc-91a2-f6bd48c8019d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5072	TCGA-50-5072-01A	Primary Tumor
f1e01b7c-8c6f-44b0-a388-be10b3935cf3	09572b33-5517-462d-9a46-ec3d9b11b59b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7914	TCGA-55-7914-01A	Primary Tumor
a9886e05-94b9-4334-be83-49c6d8ec1130	15d9df59-6840-4f24-81f2-008e43af911b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-2596	TCGA-34-2596-01A	Primary Tumor
4d08ba5b-a768-4182-9ca6-46116463cd35	adc60e49-9edc-47e3-8c1e-e29f9f3740f5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8481	TCGA-85-8481-01A	Primary Tumor
c0968286-2d6e-4406-8ae3-2f59add53e18	9dfe3632-1575-468f-abe5-5181dae19b27.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-A5G1	TCGA-77-A5G1-01A	Primary Tumor
6ad90028-830d-454f-a058-b646bd84b35b	e0c71365-4f21-4bf8-b861-fb3ec1316ce3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-21-5787	TCGA-21-5787-01A	Primary Tumor
6f330a9a-a2e7-4e84-8085-faba7bbdda63	f67f1243-3126-4dea-98bf-186ad3b3e164.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7731	TCGA-56-7731-11A	Solid Tissue Normal
9b2b05d5-2f78-4102-abcb-7853bc217a5d	23c17668-2d59-4377-981c-3ab248cfcd9f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8354	TCGA-85-8354-01A	Primary Tumor
caa7eb89-3606-4761-827e-3d2707fe5552	8dd3161b-a1d9-453c-afb8-293b20330f3d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-A513	TCGA-85-A513-01A	Primary Tumor
a9c6b0cc-7ede-4e3f-8fd6-c588502f69fc	7b2f6cba-cf11-4661-a872-f02067238ce1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-37-3792	TCGA-37-3792-01A	Primary Tumor
f7350464-f604-4365-9540-3ef74a7dff58	d8454c9a-0054-49b0-adfd-7b4ce451ef77.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-2600	TCGA-34-2600-01A	Primary Tumor
3caad60a-a754-49cb-a932-647f19e188d5	e81fc37c-f65b-4e69-b03a-e522fc76ec08.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-8008	TCGA-77-8008-01A	Primary Tumor
bf009a1e-45e6-448f-a87b-75cfb28e1fb4	67ba85ff-0919-4c9d-ad1e-73b25804c0dc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-4532	TCGA-33-4532-01A	Primary Tumor
a7080d71-da02-4559-9c58-906cc3ec3a7a	61bde405-05d4-47fe-b715-e248d2fb85ba.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2714	TCGA-60-2714-01A	Primary Tumor
23163127-3bbf-4e8f-ba4b-06d5bf9f4290	50dcf6f0-fce9-45aa-af88-116313aa3936.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-A5MN	TCGA-63-A5MN-01A	Primary Tumor
f702ea37-4dc4-4365-be06-55c8eeebdaa4	42bb89f2-2d06-4c40-9a68-826ea05ad2cf.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-77-7141	TCGA-77-7141-01A	Primary Tumor
b8790096-8260-4d0b-8d00-543aeb107cc4	4b539965-2208-4574-8281-6109028eeec3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-3406	TCGA-18-3406-01A	Primary Tumor
3b1ee599-711b-4a8c-be58-ed6013c9759e	c28c0258-a9e8-45fa-8f53-6dd36e38e854.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-34-5239	TCGA-34-5239-01A	Primary Tumor
a4e9af43-92e7-49e0-93de-d9e34b046165	84cf5b05-7d2c-4d14-9ba9-deba82d8df0a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-8504	TCGA-56-8504-01A	Primary Tumor
d046b373-d39b-4734-8dd5-0144e6747183	6976923e-a954-4ba0-9d1d-f97d7373ba48.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-56-7582	TCGA-56-7582-01A	Primary Tumor
992e8b39-9706-4a17-ab11-555dbbfd9505	ed13d440-b19e-453b-bd34-4f5c0fd1b392.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-63-A5MT	TCGA-63-A5MT-01A	Primary Tumor
5757d648-e884-4ed6-9c8d-498fd37a7660	bb3ae979-88ff-4b50-8f67-7aefd1ff06dc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-96-7545	TCGA-96-7545-01A	Primary Tumor
d4411d78-1f5d-4447-bdf3-21884ef0731d	88775aca-995e-41a6-bb2e-3ece8918624b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-68-7756	TCGA-68-7756-01A	Primary Tumor
2d1a168f-5d76-4f44-a9ee-7b32b08be1e8	01c43c5e-8c81-41f0-88f8-94710f5cf1ae.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4613	TCGA-22-4613-01A	Primary Tumor
d2303805-f036-4633-ace4-630826dd1222	5af9de4f-1220-4e7f-a58e-fd3473418754.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4601	TCGA-22-4601-01A	Primary Tumor
272ac19a-7ab5-4b87-add1-80ac87665681	430d5203-9a93-4e33-94fa-aa4e0970989c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-66-2783	TCGA-66-2783-01A	Primary Tumor
7ccfc0db-81e8-4b94-81d3-ead79d655920	836818ee-32d4-4dad-961a-f38fafb20cc3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8276	TCGA-85-8276-01A	Primary Tumor
3ef89579-3034-4890-a719-bc3d1144fa86	30a1c765-f211-49e9-b033-a17138a30764.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-4609	TCGA-22-4609-01A	Primary Tumor
701849e9-d51c-46c6-96de-3b8189a18d30	8377d811-2636-4a75-be84-8e201ca646c1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-4586	TCGA-33-4586-01A	Primary Tumor
13b1ff74-0e92-4c72-8937-0222a6ff59ad	0ed48f45-9aba-4ff6-bbbe-131b31fb9535.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-NC-A5HK	TCGA-NC-A5HK-01A	Primary Tumor
6043de54-79e7-4936-871e-ecc8b23e2d92	51412836-0476-4887-875c-66facccdaacd.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-8351	TCGA-85-8351-01A	Primary Tumor
b51ba477-5742-46c8-80ce-b6cf4738ffdf	89a78610-0c3f-4dcd-8c37-0946f8c7729c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-AASJ	TCGA-33-AASJ-01A	Primary Tumor
851013f9-aee8-4820-8e93-856756c3eacc	dde579e0-d792-456b-a66b-f7ec72969680.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-58-8386	TCGA-58-8386-11A	Solid Tissue Normal
db1e9b1e-4317-4131-9933-401ceba54836	b358749a-e4f8-4537-b8a2-b788b5705859.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-6738	TCGA-33-6738-01A	Primary Tumor
7622d0a7-10ce-48f3-9cad-757fbfeefd45	1d381b27-88c0-4ddd-87cc-31fbb24525c0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-18-3414	TCGA-18-3414-01A	Primary Tumor
cfe73dfc-e71a-4696-b61f-5e8cc68c7d5a	c9ad1adf-993c-465b-866c-c5c2c5fa9f06.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2711	TCGA-60-2711-01A	Primary Tumor
5f899d67-fc5f-4c72-a291-ef7b9d0a863b	a0cb35f5-0d64-4fb9-9747-acf4cfc88012.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-85-7843	TCGA-85-7843-01A	Primary Tumor
dc620511-2137-4f48-b456-35a017d118a8	fe819208-ff01-49e0-a04a-5fb467351305.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-33-4582	TCGA-33-4582-01A	Primary Tumor
df82dc7a-ba7d-4075-bd05-ad6a756f5e2b	652ecf99-1af9-41fc-b0a5-d3e5c07a7b5d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-60-2709	TCGA-60-2709-11A	Solid Tissue Normal
e752d784-83b9-4337-bf6f-506dcadf3940	9d44799b-6913-4a8a-ab8d-f2dce3f00fda.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-NC-A5HH	TCGA-NC-A5HH-01A	Primary Tumor
a7d7cf6c-025c-48d6-83a9-7c0eae4b440d	ff47bedc-e4c7-4775-8e8e-ed4d2eecda83.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-NC-A5HF	TCGA-NC-A5HF-01A	Primary Tumor
0f571e18-86d4-456e-b47a-d90b1d2069c1	8ff70f54-8735-40b1-a556-b96e8889cc0f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUSC	TCGA-22-5478	TCGA-22-5478-11A	Solid Tissue Normal
489edd12-8fc0-4239-96c6-4717a79675b0	fdeae242-eff2-405a-bf00-1af2a6987479.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-4676	TCGA-73-4676-11A	Solid Tissue Normal
c457c454-b45c-4c54-9b03-afe85aa0b599	d82516e5-6536-4666-b834-82111e0de77b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5946	TCGA-50-5946-01A	Primary Tumor
dd82fb08-53ff-4cac-afd1-95430196e7a7	3c54cfc7-eed0-454e-9877-40eb85a7240a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-5644	TCGA-44-5644-01A	Primary Tumor
56037e39-fdf6-4833-83ac-6d0df2e93efb	95167b79-f563-461e-81dd-a7143cfafe0d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-6211	TCGA-75-6211-01A	Primary Tumor
44746d17-d696-48bb-94ab-a8ae9b4ba9a2	ba4cd1d6-7233-400e-9b74-11c0561193bf.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5930	TCGA-50-5930-11A	Solid Tissue Normal
ca818d3a-9b3e-40d6-bf4e-bde4b0702e08	9b77c8a1-a670-4011-82d7-bc4cbab06486.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6147	TCGA-44-6147-01A	Primary Tumor
8aed393c-5651-460a-9d77-16928914b3ea	8238188f-fb01-4f30-9f3f-6bec98625c63.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8091	TCGA-55-8091-01A	Primary Tumor
7eb25f98-f141-40cb-a1bb-4c17f1e82db7	c997087f-4415-4d46-a3f5-e5129d645e3a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-5425	TCGA-05-5425-01A	Primary Tumor
a1ad5009-f6ad-411d-9c10-d9b20bb86b0c	795e7910-92bb-4ca0-90fc-6f970bfaa2dd.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-67-4679	TCGA-67-4679-01B	Primary Tumor
ea72d5c6-09eb-4304-ae67-fa6365837525	7b3fca6d-8886-46b4-99fa-cc87e6790c9f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-AARE	TCGA-49-AARE-01A	Primary Tumor
97a8c134-0aea-4f1d-b629-8fb7a39b7db8	8bb0ee3a-c7d0-4110-b13b-eb7d087ece61.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-7547	TCGA-97-7547-01A	Primary Tumor
12f0cfd8-9371-4df8-99ca-c609fb4ca62d	b992fcfa-0303-41a6-86dc-10414c33c38c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-8640	TCGA-78-8640-01A	Primary Tumor
88ce966f-ac59-4907-b66d-1414f35f7f57	0627e7ce-b8f8-4a64-bc6e-12edd3d736f3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-62-8394	TCGA-62-8394-01A	Primary Tumor
52e62437-3475-4291-a93b-e9f86a977014	be006f64-936c-416c-9e49-c7a861e55522.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-67-3770	TCGA-67-3770-01A	Primary Tumor
4d18dbe0-28f3-4bb2-a297-9e6d79a7c90c	3880c844-453a-47f0-a046-922baa28a07a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7155	TCGA-78-7155-01A	Primary Tumor
ccee68df-5113-424d-9d72-b284d20bbc56	6ac1dbcf-93f8-4057-9220-201efde2e705.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-L9-A743	TCGA-L9-A743-01A	Primary Tumor
eaaefba9-431c-444b-8aa4-30b4dd8cf70c	060ae2b3-e1ae-41e4-9b67-ba3938f90d3a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-3918	TCGA-44-3918-01B	Primary Tumor
24a9ca1d-81b2-452e-ad17-ddf4511a6197	eca61d8e-d9c6-439a-af61-1ae0abe6d1ec.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TH	TCGA-MP-A4TH-01A	Primary Tumor
